gene_id,symbol,name
ENSG00000134398,ERN2,endoplasmic reticulum to nucleus signaling 2
ENSG00000134419,RPS15A,ribosomal protein S15a
ENSG00000134440,NARS1,asparaginyl-tRNA synthetase 1
ENSG00000134444,RELCH,"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing"
ENSG00000134452,FBH1,F-box DNA helicase 1
ENSG00000134453,RBM17,RNA binding motif protein 17
ENSG00000134460,IL2RA,interleukin 2 receptor subunit alpha
ENSG00000134461,ANKRD16,ankyrin repeat domain 16
ENSG00000134463,ECHDC3,enoyl-CoA hydratase domain containing 3
ENSG00000134470,IL15RA,interleukin 15 receptor subunit alpha
ENSG00000134480,CCNH,cyclin H
ENSG00000134489,HRH4,histamine receptor H4
ENSG00000134490,SLC35D4,solute carrier family 35 member D4
ENSG00000134504,KCTD1,potassium channel tetramerization domain containing 1
ENSG00000134508,CABLES1,Cdk5 and Abl enzyme substrate 1
ENSG00000134516,DOCK2,dedicator of cytokinesis 2
ENSG00000134531,EMP1,epithelial membrane protein 1
ENSG00000134532,SOX5,SRY-box transcription factor 5
ENSG00000134533,RERG,RAS like estrogen regulated growth inhibitor
ENSG00000134538,SLCO1B1,solute carrier organic anion transporter family member 1B1
ENSG00000134539,KLRD1,killer cell lectin like receptor D1
ENSG00000134545,KLRC1,killer cell lectin like receptor C1
ENSG00000134548,SPX,spexin hormone
ENSG00000134551,PRH2,proline rich protein HaeIII subfamily 2
ENSG00000134569,LRP4,LDL receptor related protein 4
ENSG00000134574,DDB2,damage specific DNA binding protein 2
ENSG00000134575,ACP2,"acid phosphatase 2, lysosomal"
ENSG00000134590,RTL8C,retrotransposon Gag like 8C
ENSG00000134594,RAB33A,"RAB33A, member RAS oncogene family"
ENSG00000134595,SOX3,SRY-box transcription factor 3
ENSG00000134597,RBMX2,RNA binding motif protein X-linked 2
ENSG00000134602,STK26,serine/threonine kinase 26
ENSG00000134612,FOLH1B,folate hydrolase 1B (pseudogene)
ENSG00000134627,PIWIL4,piwi like RNA-mediated gene silencing 4
ENSG00000134644,PUM1,pumilio RNA binding family member 1
ENSG00000134668,SPOCD1,SPOC domain containing 1
ENSG00000134684,YARS1,tyrosyl-tRNA synthetase 1
ENSG00000134686,PHC2,polyhomeotic homolog 2
ENSG00000134690,CDCA8,cell division cycle associated 8
ENSG00000134697,GNL2,G protein nucleolar 2
ENSG00000134698,AGO4,argonaute RISC component 4
ENSG00000134709,HOOK1,hook microtubule tethering protein 1
ENSG00000134716,CYP2J2,cytochrome P450 family 2 subfamily J member 2
ENSG00000134717,BTF3L4,basic transcription factor 3 like 4
ENSG00000134744,TUT4,terminal uridylyl transferase 4
ENSG00000134748,PRPF38A,pre-mRNA processing factor 38A
ENSG00000134755,DSC2,desmocollin 2
ENSG00000134757,DSG3,desmoglein 3
ENSG00000134758,RNF138,ring finger protein 138
ENSG00000134759,ELP2,elongator acetyltransferase complex subunit 2
ENSG00000134765,DSC1,desmocollin 1
ENSG00000134769,DTNA,dystrobrevin alpha
ENSG00000134775,FHOD3,formin homology 2 domain containing 3
ENSG00000134779,TPGS2,tubulin polyglutamylase complex subunit 2
ENSG00000134780,DAGLA,diacylglycerol lipase alpha
ENSG00000134802,SLC43A3,solute carrier family 43 member 3
ENSG00000134809,TIMM10,translocase of inner mitochondrial membrane 10
ENSG00000134815,DHX34,DExH-box helicase 34
ENSG00000134817,APLNR,apelin receptor
ENSG00000134824,FADS2,fatty acid desaturase 2
ENSG00000134825,TMEM258,transmembrane protein 258
ENSG00000134827,TCN1,transcobalamin 1
ENSG00000134830,C5AR2,complement C5a receptor 2
ENSG00000134851,TMEM165,transmembrane protein 165
ENSG00000134852,CLOCK,clock circadian regulator
ENSG00000134853,PDGFRA,platelet derived growth factor receptor alpha
ENSG00000134864,GGACT,gamma-glutamylamine cyclotransferase
ENSG00000134871,COL4A2,collagen type IV alpha 2 chain
ENSG00000134874,DZIP1,DAZ interacting zinc finger protein 1
ENSG00000134882,UBAC2,UBA domain containing 2
ENSG00000134884,ARGLU1,arginine and glutamate rich 1
ENSG00000134897,BIVM,"basic, immunoglobulin-like variable motif containing"
ENSG00000134899,ERCC5,"ERCC excision repair 5, endonuclease"
ENSG00000134900,TPP2,tripeptidyl peptidase 2
ENSG00000134901,POGLUT2,protein O-glucosyltransferase 2
ENSG00000134905,CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial"
ENSG00000134909,ARHGAP32,Rho GTPase activating protein 32
ENSG00000134910,STT3A,STT3 oligosaccharyltransferase complex catalytic subunit A
ENSG00000134917,ADAMTS8,ADAM metallopeptidase with thrombospondin type 1 motif 8
ENSG00000134940,ACRV1,acrosomal vesicle protein 1
ENSG00000134954,ETS1,"ETS proto-oncogene 1, transcription factor"
ENSG00000134955,SLC37A2,solute carrier family 37 member 2
ENSG00000134962,KLB,klotho beta
ENSG00000134970,TMED7,transmembrane p24 trafficking protein 7
ENSG00000134982,APC,APC regulator of Wnt signaling pathway
ENSG00000134986,NREP,neuronal regeneration related protein
ENSG00000134987,WDR36,WD repeat domain 36
ENSG00000134996,OSTF1,osteoclast stimulating factor 1
ENSG00000135002,RFK,riboflavin kinase
ENSG00000135018,UBQLN1,ubiquilin 1
ENSG00000135040,NAA35,"N-alpha-acetyltransferase 35, NatC auxiliary subunit"
ENSG00000135045,C9orf40,chromosome 9 open reading frame 40
ENSG00000135046,ANXA1,annexin A1
ENSG00000135047,CTSL,cathepsin L
ENSG00000135048,CEMIP2,cell migration inducing hyaluronidase 2
ENSG00000135049,AGTPBP1,ATP/GTP binding carboxypeptidase 1
ENSG00000135052,GOLM1,golgi membrane protein 1
ENSG00000135063,ENTREP1,endosomal transmembrane epsin interactor 1
ENSG00000135069,PSAT1,phosphoserine aminotransferase 1
ENSG00000135070,ISCA1,iron-sulfur cluster assembly 1
ENSG00000135074,ADAM19,ADAM metallopeptidase domain 19
ENSG00000135077,HAVCR2,hepatitis A virus cellular receptor 2
ENSG00000135083,CCNJL,cyclin J like
ENSG00000135090,TAOK3,TAO kinase 3
ENSG00000135093,USP30,ubiquitin specific peptidase 30
ENSG00000135094,SDS,serine dehydratase
ENSG00000135097,MSI1,musashi RNA binding protein 1
ENSG00000135100,HNF1A,HNF1 homeobox A
ENSG00000135108,FBXO21,F-box protein 21
ENSG00000135111,TBX3,T-box transcription factor 3
ENSG00000135114,OASL,2'-5'-oligoadenylate synthetase like
ENSG00000135116,HRK,"harakiri, BCL2 interacting protein"
ENSG00000135119,RNFT2,"ring finger protein, transmembrane 2"
ENSG00000135124,P2RX4,purinergic receptor P2X 4
ENSG00000135127,BICDL1,BICD family like cargo adaptor 1
ENSG00000135144,DTX1,deltex E3 ubiquitin ligase 1
ENSG00000135148,TRAFD1,TRAF-type zinc finger domain containing 1
ENSG00000135164,DMTF1,cyclin D binding myb like transcription factor 1
ENSG00000135185,TMEM243,transmembrane protein 243
ENSG00000135205,CCDC146,coiled-coil domain containing 146
ENSG00000135211,TMEM60,transmembrane protein 60
ENSG00000135218,CD36,CD36 molecule (CD36 blood group)
ENSG00000135220,UGT2A3,UDP glucuronosyltransferase family 2 member A3
ENSG00000135226,UGT2B28,UDP glucuronosyltransferase family 2 member B28
ENSG00000135241,PNPLA8,"patatin like domain 8, phospholipase A2"
ENSG00000135245,HILPDA,hypoxia inducible lipid droplet associated
ENSG00000135248,GARIN1B,golgi associated RAB2 interactor 1B
ENSG00000135249,RINT1,RAD50 interactor 1
ENSG00000135250,SRPK2,SRSF protein kinase 2
ENSG00000135253,KCP,kielin cysteine rich BMP regulator
ENSG00000135269,TES,testin LIM domain protein
ENSG00000135272,MDFIC,MyoD family inhibitor domain containing
ENSG00000135297,MTO1,mitochondrial tRNA translation optimization 1
ENSG00000135299,ANKRD6,ankyrin repeat domain 6
ENSG00000135314,KHDC1,KH domain containing 1
ENSG00000135315,CEP162,centrosomal protein 162
ENSG00000135316,SYNCRIP,synaptotagmin binding cytoplasmic RNA interacting protein
ENSG00000135317,SNX14,sorting nexin 14
ENSG00000135324,MRAP2,melanocortin 2 receptor accessory protein 2
ENSG00000135333,EPHA7,EPH receptor A7
ENSG00000135334,AKIRIN2,akirin 2
ENSG00000135336,ORC3,origin recognition complex subunit 3
ENSG00000135338,LCA5,lebercilin LCA5
ENSG00000135341,MAP3K7,mitogen-activated protein kinase kinase kinase 7
ENSG00000135346,CGA,"glycoprotein hormones, alpha polypeptide"
ENSG00000135362,PRR5L,proline rich 5 like
ENSG00000135363,LMO2,LIM domain only 2
ENSG00000135365,PHF21A,PHD finger protein 21A
ENSG00000135372,NAT10,N-acetyltransferase 10
ENSG00000135373,EHF,ETS homologous factor
ENSG00000135374,ELF5,E74 like ETS transcription factor 5
ENSG00000135378,PRRG4,proline rich and Gla domain 4
ENSG00000135387,CAPRIN1,cell cycle associated protein 1
ENSG00000135390,ATP5MC2,ATP synthase membrane subunit c locus 2
ENSG00000135392,DNAJC14,DnaJ heat shock protein family (Hsp40) member C14
ENSG00000135404,CD63,CD63 molecule
ENSG00000135406,PRPH,peripherin
ENSG00000135407,AVIL,advillin
ENSG00000135409,AMHR2,anti-Mullerian hormone receptor type 2
ENSG00000135414,GDF11,growth differentiation factor 11
ENSG00000135423,GLS2,glutaminase 2
ENSG00000135424,ITGA7,integrin subunit alpha 7
ENSG00000135426,TESPA1,"thymocyte expressed, positive selection associated 1"
ENSG00000135436,FAM186B,family with sequence similarity 186 member B
ENSG00000135437,RDH5,retinol dehydrogenase 5
ENSG00000135439,AGAP2,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"
ENSG00000135441,BLOC1S1,biogenesis of lysosomal organelles complex 1 subunit 1
ENSG00000135446,CDK4,cyclin dependent kinase 4
ENSG00000135451,TROAP,trophinin associated protein
ENSG00000135452,TSPAN31,tetraspanin 31
ENSG00000135454,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1"
ENSG00000135457,TFCP2,transcription factor CP2
ENSG00000135469,COQ10A,coenzyme Q10A
ENSG00000135472,FAIM2,Fas apoptotic inhibitory molecule 2
ENSG00000135473,PAN2,poly(A) specific ribonuclease subunit PAN2
ENSG00000135476,ESPL1,"extra spindle pole bodies like 1, separase"
ENSG00000135477,KRT87P,"keratin 87, pseudogene"
ENSG00000135480,KRT7,keratin 7
ENSG00000135482,ZC3H10,zinc finger CCCH-type containing 10
ENSG00000135486,HNRNPA1,heterogeneous nuclear ribonucleoprotein A1
ENSG00000135502,SLC26A10P,"solute carrier family 26 member 10, pseudogene"
ENSG00000135503,ACVR1B,activin A receptor type 1B
ENSG00000135506,OS9,OS9 endoplasmic reticulum lectin
ENSG00000135517,MIP,major intrinsic protein of lens fiber
ENSG00000135519,KCNH3,potassium voltage-gated channel subfamily H member 3
ENSG00000135521,LTV1,LTV1 ribosome biogenesis factor
ENSG00000135525,MAP7,microtubule associated protein 7
ENSG00000135535,CD164,CD164 molecule
ENSG00000135537,AFG1L,AFG1 like ATPase
ENSG00000135540,NHSL1,NHS like 1
ENSG00000135541,AHI1,Abelson helper integration site 1
ENSG00000135547,HEY2,hes related family bHLH transcription factor with YRPW motif 2
ENSG00000135549,PKIB,cAMP-dependent protein kinase inhibitor beta
ENSG00000135577,NMBR,neuromedin B receptor
ENSG00000135587,SMPD2,sphingomyelin phosphodiesterase 2
ENSG00000135596,MICAL1,"microtubule associated monooxygenase, calponin and LIM domain containing 1"
ENSG00000135597,REPS1,RALBP1 associated Eps domain containing 1
ENSG00000135604,STX11,syntaxin 11
ENSG00000135605,TEC,tec protein tyrosine kinase
ENSG00000135617,PRADC1,protease associated domain containing 1
ENSG00000135622,SEMA4F,ssemaphorin 4F
ENSG00000135624,CCT7,chaperonin containing TCP1 subunit 7
ENSG00000135625,EGR4,early growth response 4
ENSG00000135631,RAB11FIP5,RAB11 family interacting protein 5
ENSG00000135632,SMYD5,SMYD family member 5
ENSG00000135636,DYSF,dysferlin
ENSG00000135637,CCDC142,coiled-coil domain containing 142
ENSG00000135638,EMX1,empty spiracles homeobox 1
ENSG00000135643,KCNMB4,potassium calcium-activated channel subfamily M regulatory beta subunit 4
ENSG00000135655,USP15,ubiquitin specific peptidase 15
ENSG00000135677,GNS,glucosamine (N-acetyl)-6-sulfatase
ENSG00000135678,CPM,carboxypeptidase M
ENSG00000135679,MDM2,MDM2 proto-oncogene
ENSG00000135686,KLHL36,kelch like family member 36
ENSG00000135697,BCO1,beta-carotene oxygenase 1
ENSG00000135698,MPHOSPH6,M-phase phosphoprotein 6
ENSG00000135702,CHST5,carbohydrate sulfotransferase 5
ENSG00000135709,KIAA0513,KIAA0513
ENSG00000135720,DYNC1LI2,dynein cytoplasmic 1 light intermediate chain 2
ENSG00000135722,FBXL8,F-box and leucine rich repeat protein 8
ENSG00000135723,FHOD1,formin homology 2 domain containing 1
ENSG00000135736,CCDC102A,coiled-coil domain containing 102A
ENSG00000135740,SLC9A5,solute carrier family 9 member A5
ENSG00000135744,AGT,angiotensinogen
ENSG00000135747,ZNF670-ZNF695,ZNF670-ZNF695 readthrough (NMD candidate)
ENSG00000135749,PCNX2,pecanex 2
ENSG00000135750,KCNK1,potassium two pore domain channel subfamily K member 1
ENSG00000135763,URB2,URB2 ribosome biogenesis homolog
ENSG00000135766,EGLN1,egl-9 family hypoxia inducible factor 1
ENSG00000135773,CAPN9,calpain 9
ENSG00000135775,COG2,component of oligomeric golgi complex 2
ENSG00000135776,ABCB10,ATP binding cassette subfamily B member 10
ENSG00000135778,NTPCR,"nucleoside-triphosphatase, cancer-related"
ENSG00000135801,TAF5L,TATA-box binding protein associated factor 5 like
ENSG00000135821,GLUL,glutamate-ammonia ligase
ENSG00000135823,STX6,syntaxin 6
ENSG00000135828,RNASEL,ribonuclease L
ENSG00000135829,DHX9,DExH-box helicase 9
ENSG00000135835,KIAA1614,KIAA1614
ENSG00000135837,CEP350,centrosomal protein 350
ENSG00000135838,NPL,N-acetylneuraminate pyruvate lyase
ENSG00000135842,NIBAN1,niban apoptosis regulator 1
ENSG00000135845,PIGC,phosphatidylinositol glycan anchor biosynthesis class C
ENSG00000135862,LAMC1,laminin subunit gamma 1
ENSG00000135870,RC3H1,ring finger and CCCH-type domains 1
ENSG00000135899,SP110,SP110 nuclear body protein
ENSG00000135900,MRPL44,mitochondrial ribosomal protein L44
ENSG00000135902,CHRND,cholinergic receptor nicotinic delta subunit
ENSG00000135905,DOCK10,dedicator of cytokinesis 10
ENSG00000135912,TTLL4,tubulin tyrosine ligase like 4
ENSG00000135913,USP37,ubiquitin specific peptidase 37
ENSG00000135916,ITM2C,integral membrane protein 2C
ENSG00000135917,SLC19A3,solute carrier family 19 member 3
ENSG00000135919,SERPINE2,serpin family E member 2
ENSG00000135924,DNAJB2,DnaJ heat shock protein family (Hsp40) member B2
ENSG00000135925,WNT10A,Wnt family member 10A
ENSG00000135926,TMBIM1,transmembrane BAX inhibitor motif containing 1
ENSG00000135929,CYP27A1,cytochrome P450 family 27 subfamily A member 1
ENSG00000135930,EIF4E2,eukaryotic translation initiation factor 4E family member 2
ENSG00000135931,ARMC9,armadillo repeat containing 9
ENSG00000135932,CAB39,calcium binding protein 39
ENSG00000135940,COX5B,cytochrome c oxidase subunit 5B
ENSG00000135945,REV1,REV1 DNA directed polymerase
ENSG00000135951,TSGA10,testis specific 10
ENSG00000135953,SLC67A2,solute carrier family 67 member 2
ENSG00000135956,TMEM127,transmembrane protein 127
ENSG00000135960,EDAR,ectodysplasin A receptor
ENSG00000135966,TGFBRAP1,transforming growth factor beta receptor associated protein 1
ENSG00000135968,GCC2,GRIP and coiled-coil domain containing 2
ENSG00000135972,MRPS9,mitochondrial ribosomal protein S9
ENSG00000135973,GPR45,G protein-coupled receptor 45
ENSG00000135974,TSLIG2,tRNA splicing ligase complex subunit 2
ENSG00000135976,ANKRD36,ankyrin repeat domain 36
ENSG00000135999,EPC2,enhancer of polycomb 2
ENSG00000136002,ARHGEF4,Rho guanine nucleotide exchange factor 4
ENSG00000136003,ISCU,iron-sulfur cluster assembly enzyme
ENSG00000136010,ALDH1L2,aldehyde dehydrogenase 1 family member L2
ENSG00000136011,STAB2,stabilin 2
ENSG00000136014,USP44,ubiquitin specific peptidase 44
ENSG00000136021,SCYL2,SCY1 like pseudokinase 2
ENSG00000136026,CKAP4,cytoskeleton associated protein 4
ENSG00000136040,PLXNC1,plexin C1
ENSG00000136044,APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2"
ENSG00000136045,PWP1,"PWP1 homolog, endonuclein"
ENSG00000136048,DRAM1,DNA damage regulated autophagy modulator 1
ENSG00000136051,WASHC4,WASH complex subunit 4
ENSG00000136052,SLC41A2,solute carrier family 41 member 2
ENSG00000136059,VILL,villin like
ENSG00000136068,FLNB,filamin B
ENSG00000136098,NEK3,NIMA related kinase 3
ENSG00000136099,PCDH8,protocadherin 8
ENSG00000136100,VPS36,vacuolar protein sorting 36 homolog
ENSG00000136104,RNASEH2B,ribonuclease H2 subunit B
ENSG00000136108,CKAP2,cytoskeleton associated protein 2
ENSG00000136110,CNMD,chondromodulin
ENSG00000136111,TBC1D4,TBC1 domain family member 4
ENSG00000136114,THSD1,thrombospondin type 1 domain containing 1
ENSG00000136122,BORA,BORA aurora kinase A activator
ENSG00000136141,LRCH1,leucine rich repeats and calponin homology domain containing 1
ENSG00000136143,SUCLA2,succinate-CoA ligase ADP-forming subunit beta
ENSG00000136144,RCBTB1,RCC1 and BTB domain containing protein 1
ENSG00000136146,MED4,mediator complex subunit 4
ENSG00000136147,PHF11,PHD finger protein 11
ENSG00000136149,RPL13AP25,ribosomal protein L13a pseudogene 25
ENSG00000136152,COG3,component of oligomeric golgi complex 3
ENSG00000136153,LMO7,LIM domain 7
ENSG00000136155,SCEL,sciellin
ENSG00000136156,ITM2B,integral membrane protein 2B
ENSG00000136158,SPRY2,sprouty RTK signaling antagonist 2
ENSG00000136159,NUDT15,nudix hydrolase 15
ENSG00000136160,EDNRB,endothelin receptor type B
ENSG00000136161,RCBTB2,RCC1 and BTB domain containing protein 2
ENSG00000136167,LCP1,lymphocyte cytosolic protein 1
ENSG00000136169,SETDB2,SET domain bifurcated histone lysine methyltransferase 2
ENSG00000136193,SCRN1,secernin 1
ENSG00000136197,C7orf25,chromosome 7 open reading frame 25
ENSG00000136205,TNS3,tensin 3
ENSG00000136206,SPDYE1,speedy/RINGO cell cycle regulator family member E1
ENSG00000136213,CHST12,carbohydrate sulfotransferase 12
ENSG00000136231,IGF2BP3,insulin like growth factor 2 mRNA binding protein 3
ENSG00000136235,GPNMB,glycoprotein nmb
ENSG00000136237,RAPGEF5,Rap guanine nucleotide exchange factor 5
ENSG00000136238,RAC1,Rac family small GTPase 1
ENSG00000136240,KDELR2,KDEL endoplasmic reticulum protein retention receptor 2
ENSG00000136243,NUP42,nucleoporin 42
ENSG00000136244,IL6,interleukin 6
ENSG00000136247,ZDHHC4,zDHHC palmitoyltransferase 4
ENSG00000136250,AOAH,acyloxyacyl hydrolase
ENSG00000136261,BZW2,basic leucine zipper and W2 domains 2
ENSG00000136267,DGKB,diacylglycerol kinase beta
ENSG00000136270,TBRG4,transforming growth factor beta regulator 4
ENSG00000136271,DDX56,DEAD-box helicase 56
ENSG00000136273,HUS1,HUS1 checkpoint clamp component
ENSG00000136274,NACAD,NAC alpha domain containing
ENSG00000136279,DBNL,drebrin like
ENSG00000136280,CCM2,CCM2 scaffold protein
ENSG00000136286,MYO1G,myosin IG
ENSG00000136295,TTYH3,tweety family member 3
ENSG00000136297,MMD2,monocyte to macrophage differentiation associated 2
ENSG00000136305,CIDEB,cell death inducing DFFA like effector b
ENSG00000136319,TTC5,tetratricopeptide repeat domain 5
ENSG00000136327,NKX2-8,NK2 homeobox 8
ENSG00000136367,ZFHX2,zinc finger homeobox 2
ENSG00000136371,MTHFS,methenyltetrahydrofolate synthetase
ENSG00000136378,ADAMTS7,ADAM metallopeptidase with thrombospondin type 1 motif 7
ENSG00000136379,ABHD17C,"abhydrolase domain containing 17C, depalmitoylase"
ENSG00000136381,IREB2,iron responsive element binding protein 2
ENSG00000136383,ALPK3,alpha kinase 3
ENSG00000136404,TM6SF1,transmembrane 6 superfamily member 1
ENSG00000136425,CIB2,calcium and integrin binding family member 2
ENSG00000136436,CALCOCO2,calcium binding and coiled-coil domain 2
